,Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,lat/lon,State
0,3400392,Thaaliwala,1,Agra,"Next To ITC Mughal Hotel, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.04535899999999,27.158821999999997,"North Indian, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,168,"27.158821999999997,78.04535899999999",Uttar Pradesh
1,3400017,Pinch Of Spice,1,Agra,"23/453, Opposite Sanjay Cinema, Wazipura Road, Sanjay Place, Civil Lines, Agra",Civil Lines,"Civil Lines, Agra",78.00755278,27.201725,"North Indian, Chinese, Mughlai",1000,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,177,"27.201725,78.00755278",Uttar Pradesh
2,3400346,Sheroes Hangout,1,Agra,"Opposite The Gateway Hotel, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.040165,27.16185,"Cafe, North Indian, Chinese",0,Indian Rupees(Rs.),No,No,No,No,1,4.9,Dark Green,Excellent,77,"27.16185,78.040165",Uttar Pradesh
3,3400072,Dawat-e-Nawab - Radisson Blu,1,Agra,"Radisson Blu, Taj East Gate Road, Tajganj, Agra","Radisson Blu, Tajganj","Radisson Blu, Tajganj, Agra",78.05704399999999,27.163303000000003,"North Indian, Mughlai",3600,Indian Rupees(Rs.),No,No,No,No,4,3.8,Yellow,Good,46,"27.163303000000003,78.05704399999999",Uttar Pradesh
4,3400060,Taj Bano - ITC Mughal,1,Agra,"ITC Mughal, Fatehabad Road, Tajganj, Agra","ITC Mughal, Tajganj","ITC Mughal, Tajganj, Agra",78.044095,27.160934,Mughlai,2500,Indian Rupees(Rs.),No,No,No,No,4,4.0,Green,Very Good,41,"27.160934,78.044095",Uttar Pradesh
5,3400019,Dasaprakash Restaurant,1,Agra,"Meher Cinema Complex, Gwalior Road, Rakabganj, Agra",Rakabganj,"Rakabganj, Agra",78.01505278,27.16510833,"South Indian, Desserts",550,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,121,"27.16510833,78.01505278",Uttar Pradesh
6,3400021,Chokho Jeeman Marwari Jain Bhojanalya,1,Agra,"1/48, Delhi Gate, Station Road, Raja Mandi, Civil Lines, Agra",Civil Lines,"Civil Lines, Agra",77.99809167,27.19592778,Rajasthani,400,Indian Rupees(Rs.),No,No,No,No,2,4.0,Green,Very Good,87,"27.19592778,77.99809167",Uttar Pradesh
7,3400016,Pind Balluchi,1,Agra,"Opposite Saga Emporium, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.04725,27.15777222,"North Indian, Mughlai",900,Indian Rupees(Rs.),No,No,No,No,3,3.7,Yellow,Good,175,"27.15777222,78.04725",Uttar Pradesh
8,3400059,Peshawri - ITC Mughal,1,Agra,"ITC Mughal, Fatehabad Road, Tajganj, Agra","ITC Mughal, Tajganj","ITC Mughal, Tajganj, Agra",78.044095,27.160934,"North Indian, Mughlai",2500,Indian Rupees(Rs.),No,No,No,No,4,4.3,Green,Very Good,133,"27.160934,78.044095",Uttar Pradesh
9,3400105,Pizza Hut,1,Agra,"8, Handicraft Nagar, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.03471389,27.16169444,"Italian, Pizza",700,Indian Rupees(Rs.),No,No,No,No,2,4.4,Green,Very Good,134,"27.16169444,78.03471389",Uttar Pradesh
10,3400073,The Latitude - Radisson Blu,1,Agra,"Radisson Blu, Taj East Gate Road, Tajganj, Agra","Radisson Blu, Tajganj","Radisson Blu, Tajganj, Agra",78.05704399999999,27.163303000000003,"North Indian, Chinese, Continental",0,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,103,"27.163303000000003,78.05704399999999",Uttar Pradesh
11,3400025,Jahanpanah,1,Agra,"E 23, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",Agra Cantt,"Agra Cantt, Agra",78.01154444,27.16166111,"North Indian, Mughlai",850,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,140,"27.16166111,78.01154444",Uttar Pradesh
12,3400005,Time2Eat - Mama Chicken,1,Agra,"Main Market, Sadar Bazaar, Agra Cantt, Agra",Agra Cantt,"Agra Cantt, Agra",78.01160797,27.16083249,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,94,"27.16083249,78.01160797",Uttar Pradesh
13,3400033,The Charcoal Chimney,1,Agra,"Hotel Samovar, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.04299,27.159795000000003,"North Indian, Chinese, Continental, Mughlai",1100,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,70,"27.159795000000003,78.04299",Uttar Pradesh
14,113570,Turquoise Villa,1,Ahmedabad,"Ground Floor, Shanay - 1, Near AMA, IIM Road, Vastrapur, Ahmedabad",Vastrapur,"Vastrapur, Ahmedabad",72.54345129999999,23.0285142,Continental,1200,Indian Rupees(Rs.),No,No,No,No,3,4.0,Green,Very Good,535,"23.0285142,72.54345129999999",Gujarat
15,18385201,Cryo Lab,1,Ahmedabad,"Ground Floor, Arjun Avenue, Opposite Samartheshwar Mahadev, Law Garden, Ahmedabad",Ellis Bridge,"Ellis Bridge, Ahmedabad",72.55998429,23.02874796,"Desserts, Ice Cream",350,Indian Rupees(Rs.),No,No,No,No,2,4.6,Dark Green,Excellent,166,"23.02874796,72.55998429",Gujarat
16,113433,Fozzie's Pizzaiolo,1,Ahmedabad,"Ground Floor, Maruti Crystal, Opposite Rajpath Club, Service Road, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5098065,23.0330688,"Pizza, Italian, Beverages, Desserts",900,Indian Rupees(Rs.),No,Yes,No,No,3,4.3,Green,Very Good,731,"23.0330688,72.5098065",Gujarat
17,113703,Cafe Alfresco,1,Ahmedabad,"101, Dynamic House, Vijay Cross Road, Above HDFC Bank, Opposite Child Care Hospital, Navrangpura, Ahmedabad",Navrangpura,"Navrangpura, Ahmedabad",72.5498285,23.0437235,"Cafe, Beverages, Desserts, Pizza",700,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good,404,"23.0437235,72.5498285",Gujarat
18,113537,Puffizza,1,Ahmedabad,"103, Kairos, Opposite Mahatma Gandhi Labour Institute, Drive In Road, Gurukul, Ahmedabad",Gurukul,"Gurukul, Ahmedabad",72.53774978,23.04619268,"Italian, Fast Food",700,Indian Rupees(Rs.),No,Yes,No,No,2,4.3,Green,Very Good,744,"23.04619268,72.53774978",Gujarat
19,110436,MoMo Cafí© - Courtyard By Marriott,1,Ahmedabad,"Courtyard By Marriott, Ramdevnagar Cross Road, Satellite, Ahmedabad","Courtyard By Marriott, Satellite","Courtyard By Marriott, Satellite, Ahmedabad",72.51158149999999,23.027929,"North Indian, South Indian, Asian, Continental",1400,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,375,"23.027929,72.51158149999999",Gujarat
20,113325,Nini's Kitchen,1,Ahmedabad,"12, First Floor, Camps Corner 2, Opposite Prahlad Nagar Garden, Prahlad Nagar, Ahmedabad",Prahlad Nagar,"Prahlad Nagar, Ahmedabad",72.5072645,23.0117723,"North Indian, Continental, Beverages, Italian, Burger, Healthy Food, Mediterranean",950,Indian Rupees(Rs.),No,Yes,No,No,3,4.5,Dark Green,Excellent,1138,"23.0117723,72.5072645",Gujarat
21,18396250,Huber & Holly,1,Ahmedabad,"7 B, Circle  B, Opposite Rajpath Club, Sarkhej, Gandhinagar Highway, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5123947,23.0383109,"Ice Cream, Desserts, Continental",300,Indian Rupees(Rs.),No,Yes,No,No,1,4.5,Dark Green,Excellent,217,"23.0383109,72.5123947",Gujarat
22,110502,Patang - The Revolving Restaurant,1,Ahmedabad,"Chinubhai Tower, Nehru Bridge Corner, Ashram Road, Ahmedabad",Ashram Road,"Ashram Road, Ahmedabad",72.572009,23.0261651,"Continental, Chinese, North Indian",1800,Indian Rupees(Rs.),No,No,No,No,4,3.7,Yellow,Good,1315,"23.0261651,72.572009",Gujarat
23,110237,Kabir Restaurant,1,Ahmedabad,"JB Tower, Opposite Doordarshan Kendra, Drive In Road, Gurukul, Ahmedabad",Gurukul,"Gurukul, Ahmedabad",72.52396490000001,23.04850469,"North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,432,"23.04850469,72.52396490000001",Gujarat
24,18385186,The Cafe Baraco,1,Ahmedabad,"34, Shribhuvan Complex, Near Memnagar Fire Station, Navrangpura, Ahmedabad",Navrangpura,"Navrangpura, Ahmedabad",72.5504755,23.0443367,"Cafe, Italian",600,Indian Rupees(Rs.),No,Yes,No,No,2,4.4,Green,Very Good,317,"23.0443367,72.5504755",Gujarat
25,110395,Swati Snacks,1,Ahmedabad,"Near Law Garden, Ellis Bridge, Ahmedabad",Ellis Bridge,"Ellis Bridge, Ahmedabad",72.55903311,23.02443364,"Fast Food, Street Food, South Indian",450,Indian Rupees(Rs.),No,No,No,No,2,4.4,Green,Very Good,697,"23.02443364,72.55903311",Gujarat
26,18371341,Mazzo,1,Ahmedabad,"27, Sunshine Villa, Sunrise Park Society, Vastrapur, Ahmedabad",Vastrapur,"Vastrapur, Ahmedabad",72.5281083,23.0418026,"Cafe, American, Continental, Armenian, Fast Food",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,166,"23.0418026,72.5281083",Gujarat
27,110516,The Garden Cafe - The Fern,1,Ahmedabad,"The Fern, Near Sola Overbridge, S G Highway, Sola, Ahmedabad","The Fern, Sola","The Fern, Sola, Ahmedabad",72.5222172,23.0640914,"North Indian, Italian, Asian, South Indian",1200,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,192,"23.0640914,72.5222172",Gujarat
28,18438944,Blue -  Rooftop Cafe Restaurant Bistro,1,Ahmedabad,"10th Floor, Balaji Heights Buliding, Behind Tanishq Showroom, C G Road, Ahmedabad",C G Road,"C G Road, Ahmedabad",72.55703740000001,23.0290619,"North Indian, Cafe, Italian, Mexican, Continental",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good,63,"23.0290619,72.55703740000001",Gujarat
29,18143128,Mocha,1,Ahmedabad,"6-9, Ground Floor, Devashish Business Park, Opposite Krishna Complex, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.51130699999999,23.0318508,"Cafe, Continental, Desserts",1000,Indian Rupees(Rs.),No,Yes,No,No,3,4.4,Green,Very Good,944,"23.0318508,72.51130699999999",Gujarat
30,18335583,Brick Kitchen,1,Ahmedabad,"At Five Petals Hotel & Banquets, Near Chanakyapuri Bridge, Ghatlodia, Ahmedabad",Ghatlodia,"Ghatlodia, Ahmedabad",72.5316389,23.0643038,"North Indian, Chinese, Continental",900,Indian Rupees(Rs.),No,No,No,No,3,4.3,Green,Very Good,325,"23.0643038,72.5316389",Gujarat
31,111826,Yanki Sizzlers,1,Ahmedabad,"4, Ground Floor, Binori Ambit, Next to Renault Showroom, Thaltej Circle, Thaltej, Ahmedabad",Thaltej,"Thaltej, Ahmedabad",72.5181257,23.0534466,"Continental, Italian, Chinese",1200,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,1041,"23.0534466,72.5181257",Gujarat
32,113702,@Mango,1,Ahmedabad,"Opposite Sindhu Bhawan, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.50176440000001,23.0401633,"North Indian, Continental, Mexican, Italian",800,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,769,"23.0401633,72.50176440000001",Gujarat
33,18438909,La Pino'z Pizza,1,Ahmedabad,"Shop 10,  Circle B, Nyay Marg, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5124872,23.038231399999997,"Pizza, Italian",500,Indian Rupees(Rs.),No,Yes,No,No,2,4.4,Green,Very Good,113,"23.038231399999997,72.5124872",Gujarat
34,2400010,Moti Mahal Delux,1,Allahabad,"Second Floor, Vinayak City Center Mall, SP Marg, Civil Lines, Allahabad","Vinayak City Centre Mall, Civil Lines","Vinayak City Centre Mall, Civil Lines, Allahabad",81.834492,25.454697,"Mughlai, North Indian, Chinese",800,Indian Rupees(Rs.),No,No,No,No,3,3.3,Orange,Average,58,"25.454697,81.834492",Uttar Pradesh
35,2400014,McDonald's,1,Allahabad,"Shop 4, 34-B, M G Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.83427900000001,25.450329,Fast Food,400,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,53,"25.450329,81.83427900000001",Uttar Pradesh
36,2400009,Sagar Ratna,1,Allahabad,"3/3, Near Balson Crossing, Hashimpur Road, Tagore Town, Allahabad",Tagore Town,"Tagore Town, Allahabad",81.85968199999999,25.457116,"South Indian, North Indian, Chinese, Continental",400,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,134,"25.457116,81.85968199999999",Uttar Pradesh
37,2400052,Eat On,1,Allahabad,"Palace Compound, Near Palace Cinema, MG Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.834236,25.450377,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,105,"25.450377,81.834236",Uttar Pradesh
38,2400119,KFC,1,Allahabad,"P Square Mall, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.839744,25.449659,"American, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,58,"25.449659,81.839744",Uttar Pradesh
39,2400195,Cafe El Chico,1,Allahabad,"24, Mahatma Gandhi, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.83616667,25.44987222,"Continental, Italian",1000,Indian Rupees(Rs.),No,No,No,No,4,3.6,Yellow,Good,59,"25.44987222,81.83616667",Uttar Pradesh
40,2400017,Tandoor Restaurant,1,Allahabad,"17/33, Mahatama Gandhi Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.860187,25.443994,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,3,3.2,Orange,Average,151,"25.443994,81.860187",Uttar Pradesh
41,2400144,The Tamarind Tree,1,Allahabad,"60 C, Thornhill Road, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.834841,25.459775,"South Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,106,"25.459775,81.834841",Uttar Pradesh
42,2400293,Paradise,1,Allahabad,"19/35, MG Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.83168056,25.45031667,"Desserts, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,57,"25.45031667,81.83168056",Uttar Pradesh
43,2400016,Hot Stuff,1,Allahabad,"21 C, Lal Bhadhur Shastri Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.841889,25.45235,"North Indian, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,3,3.5,Yellow,Good,105,"25.45235,81.841889",Uttar Pradesh
44,18317988,The BrewMaster,1,Allahabad,"Near Vishal Megamart, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.83279631,25.45164569,"North Indian, Chinese, Italian",0,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,49,"25.45164569,81.83279631",Uttar Pradesh
45,2400148,Bean Here,1,Allahabad,"Vinayak Pushp, 77 Elgin Road, Near Florista, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.83316667,25.45343611,"Cafe, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,76,"25.45343611,81.83316667",Uttar Pradesh
46,2400020,Aryan Family's Delight,1,Allahabad,"Ground Floor, Vinayak City Centre, Sardar Patel Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.834502,25.454648000000002,"North Indian, South Indian, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,57,"25.454648000000002,81.834502",Uttar Pradesh
47,2400019,Bikanerwala,1,Allahabad,"2A, JMD Bhawan, Strachey Road, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.832616,25.451517000000003,"North Indian, Street Food, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,3,3.2,Orange,Average,51,"25.451517000000003,81.832616",Uttar Pradesh
48,2400027,Friends Forever,1,Allahabad,"13/13, Sardar Patel Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.835585,25.457687,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,83,"25.457687,81.835585",Uttar Pradesh
49,2200001,The Yellow Chilli,1,Amritsar,"108, GRD Towers, District Shopping Center, Ranjit Avenue, Amritsar",Ranjit Avenue,"Ranjit Avenue, Amritsar",74.86276111,31.65558889,"North Indian, Mughlai, Chinese",1200,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,98,"31.65558889,74.86276111",Punjab
50,2200055,Beera Chicken Corner,1,Amritsar,"Opposite Bandari Hospital, Sehaj Avenue, Majitha Road, Near White Avenue, Amritsar",White Avenue,"White Avenue, Amritsar",74.883997,31.641990999999997,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,192,"31.641990999999997,74.883997",Punjab
51,2200045,The Kulcha Land,1,Amritsar,"Opposite M.K Hotel, District Shopping Centre, Ranjit Avenue, Amritsar",Ranjit Avenue,"Ranjit Avenue, Amritsar",74.86416667,31.65319167,"North Indian, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,206,"31.65319167,74.86416667",Punjab
52,2200044,Bharawan Da Dhaba,1,Amritsar,"Near Amritsar Municipal Corporation, Town Hall, Amritsar",Town Hall,"Town Hall, Amritsar",74.87833333,31.62615278,"North Indian, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,461,"31.62615278,74.87833333",Punjab
53,2200067,Bubby Fish & Chicken Corner,1,Amritsar,"Near Crystal Chowk, Cooper Road, INA Colony, Amritsar",INA Colony,"INA Colony, Amritsar",74.875828,31.635671000000002,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,91,"31.635671000000002,74.875828",Punjab
54,2200011,Makhan Fish and Chicken Corner,1,Amritsar,"21-A, Near Madaan Hospital, Majitha Road, Basant Nagar, Amritsar",Basant Nagar,"Basant Nagar, Amritsar",74.884359,31.643620000000002,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,345,"31.643620000000002,74.884359",Punjab
55,2200030,Crystal Restaurant,1,Amritsar,"Crystal Chowk, Queens Road, INA Colony, Amritsar",INA Colony,"INA Colony, Amritsar",74.875878,31.635658000000003,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,122,"31.635658000000003,74.875878",Punjab
56,2200043,Bade Bhai Ka Brothers' Dhaba,1,Amritsar,"Near Amritsar Municipal Corporation, Town Hall, Amritsar",Town Hall,"Town Hall, Amritsar",74.87461944,31.62394722,"North Indian, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,94,"31.62394722,74.87461944",Punjab
57,2200236,Brothers' Amritsari Dhaba,1,Amritsar,"Phawara Chowk, Town Hall, Amritsar",Town Hall,"Town Hall, Amritsar",74.87957778,31.62261111,North Indian,400,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,71,"31.62261111,74.87957778",Punjab
58,2200034,Surjit Food Plaza,1,Amritsar,"Shop 4, Nehru Shopping Complex, Lawrence Road, White Avenue, Amritsar",White Avenue,"White Avenue, Amritsar",74.877002,31.644818,North Indian,1000,Indian Rupees(Rs.),No,No,No,No,3,3.5,Yellow,Good,96,"31.644818,74.877002",Punjab
59,2200149,Shudh Restaurant,1,Amritsar,"Opposite Gurudwara Saragarhi, Near Dharm Singh Market Chowk, Fuwara, Town Hall, Amritsar",Town Hall,"Town Hall, Amritsar",74.87981389,31.62404722,"North Indian, South Indian, Chinese, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,44,"31.62404722,74.87981389",Punjab
60,2200000,Kesar Da Dhabha,1,Amritsar,"Near Telephone Exchange, Chowk Passian, Shastri Market, Near Town Hall, Amritsar",Town Hall,"Town Hall, Amritsar",74.873005,31.624385999999998,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,878,"31.624385999999998,74.873005",Punjab
61,2200033,La Roma Pizzeria,1,Amritsar,"SCO 6, District Shopping Complex, Ranjit Avenue, Amritsar",Ranjit Avenue,"Ranjit Avenue, Amritsar",74.86299167,31.65044167,"Fast Food, Italian",400,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,111,"31.65044167,74.86299167",Punjab
62,2200078,Charming Chicken,1,Amritsar,"Shop 3, Opposite Nari Nikaten, Majithia Road, Near Basant Nagar, Amritsar",Basant Nagar,"Basant Nagar, Amritsar",74.884384,31.644532,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,151,"31.644532,74.884384",Punjab
63,2200283,Sakhis Watz Kukin,1,Amritsar,"M 47, Green Avenue, opp Main Park, Amritsar",Ranjit Avenue,"Ranjit Avenue, Amritsar",74.86491009999999,31.6466891,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,51,"31.6466891,74.86491009999999",Punjab
64,2200132,Brothers Dhaba,1,Amritsar,"Golden Temple Out Road, Opposite Amritsar Municipal Corporation, Town Hall, Amritsar",Town Hall,"Town Hall, Amritsar",74.877666,31.625981,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,276,"31.625981,74.877666",Punjab
65,2200201,Brijwasi Chat Bhandar,1,Amritsar,"Crystal Chowk, Cooper Road, Near INA Colony",INA Colony,"INA Colony, Amritsar",74.87575556,31.63488333,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,56,"31.63488333,74.87575556",Punjab
66,2500023,Kream N Krunch,1,Aurangabad,"2, Near Akashwani Circle, Mahesh Nagar, Jalna Road, Akashwani, Aurangabad",Akashwani,"Akashwani, Aurangabad",75.34601667,19.87621944,"North Indian, Chinese, Continental, Italian",800,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,240,"19.87621944,75.34601667",Maharashtra
67,2500122,Kailash Restaurant,1,Aurangabad,"Rachanakar colony, Railway Station Road, Usmanpura, Aurangabad",Usmanpura,"Usmanpura, Aurangabad",75.31889444,19.86696944,"North Indian, Chinese, South Indian, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,76,"19.86696944,75.31889444",Maharashtra
68,2500030,Bhoj Restaurant,1,Aurangabad,"First Floor, Bhau Pathak Smriti Kamgar Bhavan, CBS Road, Nirala Bazar, Aurangabad",Nirala Bazar,"Nirala Bazar, Aurangabad",75.317475,19.87802778,North Indian,450,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,89,"19.87802778,75.317475",Maharashtra
69,2500054,Angeethi Restaurant,1,Aurangabad,"Seven Hill Flyover, Jalna Road, Vidya Nagar, CIDCO, Aurangabad",CIDCO,"CIDCO, Aurangabad",75.35394167,19.87473333,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,63,"19.87473333,75.35394167",Maharashtra
70,2500134,Domino's Pizza,1,Aurangabad,"8, Upper Ground Floor, City Pride Commercial Complex, Kali Bawdi, Jalna Road, CIDCO, Aurangabad",CIDCO,"CIDCO, Aurangabad",75.340775,19.87610556,Pizza,700,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,19,"19.87610556,75.340775",Maharashtra
71,2500069,Hotel Laadli,1,Aurangabad,"Goodwill Complex, Opposite Cidco Busstand, N-2, CIDCO, Aurangabad",CIDCO,"CIDCO, Aurangabad",75.3671268,19.8755223,"North Indian, South Indian",350,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,46,"19.8755223,75.3671268",Maharashtra
72,2500062,Kareem's Fine Dining,1,Aurangabad,"A1-A3, Motiwala Complex, Below KFC Restaurant, Nirala Bazar, Aurangabad",Nirala Bazar,"Nirala Bazar, Aurangabad",75.32350278,19.88025556,"Mughlai, Biryani",700,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,45,"19.88025556,75.32350278",Maharashtra
73,2500256,Indiana Veg Restaurant,1,Aurangabad,"Plot 2, Near High Court, N-3, CIDCO, Aurangabad",CIDCO,"CIDCO, Aurangabad",75.360232,19.874449,"South Indian, North Indian, Chinese, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,75,"19.874449,75.360232",Maharashtra
74,2500007,Kareem's Kabab & Biryani,1,Aurangabad,"First Floor, Food Court, Prozone Mall, MIDC Industrial Area, Chicalthana, Aurangabad","Prozone Mall, Chicalthana","Prozone Mall, Chicalthana, Aurangabad",75.37235278,19.87699444,Mughlai,650,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,39,"19.87699444,75.37235278",Maharashtra
75,2500052,Ashoka's Veg Restaurant,1,Aurangabad,"31, Opposite Kohinoor Plaza, Near M P Law College, Nirala Bazar, Aurangabad",Nirala Bazar,"Nirala Bazar, Aurangabad",75.32340278,19.87963056,"South Indian, Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,46,"19.87963056,75.32340278",Maharashtra
76,2500056,That Baat,1,Aurangabad,"Near Vivekanand College, Samarth Nagar, Nirala Bazar Road, Aurangabad",Nirala Bazar,"Nirala Bazar, Aurangabad",75.322405,19.875016,Maharashtrian,450,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,34,"19.875016,75.322405",Maharashtra
77,2500079,d' Curry House,1,Aurangabad,"Hotel Green Olive, Near Baba Petrol Pump, Nirala Bazar, Aurangabad","Hotel Green Olive, Nirala Bazar","Hotel Green Olive, Nirala Bazar, Aurangabad",75.316722,19.875337,"Continental, Chinese, Biryani, North Indian",1000,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,73,"19.875337,75.316722",Maharashtra
78,2500075,Mauj Restaurant,1,Aurangabad,"31, Kailash Arcade, Opposite Bank of Baroda, Connaught Place, CIDCO, Aurangabad",CIDCO,"CIDCO, Aurangabad",75.36479167,19.87642778,"Italian, Fast Food, North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,47,"19.87642778,75.36479167",Maharashtra
79,2500123,Great Sagar Restaurant,1,Aurangabad,"Near Bhadkal Gate, VIP Road, Shahgunj, Aurangabad",Shahgunj,"Shahgunj, Aurangabad",75.321461,19.888716,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,74,"19.888716,75.321461",Maharashtra
80,2500029,Naivedya,1,Aurangabad,"Sakal Office, Jalna Road, CIDCO, Aurangabad",CIDCO,"CIDCO, Aurangabad",75.3684187,19.874103,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,71,"19.874103,75.3684187",Maharashtra
